1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.520216 0.000432 0.020741 0.000340 0.002870 0.005833 0.007315 0.000000 0.000000 0.000000 0.000000 0.000093 0.000000 0.000216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000309 0.008765 0.000247 0.004599 0.000062 0.000062 0.000000 0.000000 0.007469 0.000000 0.013611 0.079352 0.000000 0.000000 0.000093 0.000031 0.000000 0.000000 0.000093 0.000216 0.000000 0.125185 0.589599 0.000062 0.000000 0.000000 0.000000 0.000802 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.924228 0.058272 0.001944 0.000000 0.000000 0.000000 0.005401 0.000401 0.002130 0.002346 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002222 0.000000 0.000278 0.000000 0.000000 0.000000 0.001451 0.005185 0.000000 0.000000 0.026142 0.000000 0.000000 0.012253 0.000000 0.000000 0.000000 0.000000 0.000000 0.000093 0.000062 0.000000 0.000000 0.006265 0.747809 0.116451 0.000000 0.000000 0.000062 0.000123 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.530185 0.000494 0.000000 0.000000 0.000031 0.000000 0.003889 0.003025 0.004136 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000093 0.000000 0.000000 0.000000 0.009012 0.066543 0.000340 0.012901 0.048704 0.000000 0.000000 0.013549 0.000000 0.108704 0.004352 0.001914 0.000772 0.000185 0.000000 0.000000 0.000000 0.000000 0.585370 0.293457 0.000000 0.000000 0.000000 0.000000 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.654444 0.000093 0.000154 0.000216 0.000000 0.000000 0.000000 0.000556 0.000278 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000062 0.000432 0.000000 0.000000 0.000000 0.000062 0.000247 0.000000 0.000062 0.000000 0.000154 0.000864 0.001728 0.006296 0.001019 0.000957 0.554846 0.015463 0.009444 0.000000 0.001944 0.000000 0.000772 0.000062 0.000648 0.518951 0.549012 0.000000 0.001049 0.000000 0.000000 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.562469 0.000062 0.000000 0.000154 0.000000 0.000000 0.000000 0.000494 0.000340 0.000000 0.000000 0.000000 0.000123 0.000000 0.004475 0.000031 0.000340 0.004167 0.000000 0.000000 0.000093 0.000123 0.000278 0.000000 0.000000 0.000000 0.000000 0.000216 0.000370 0.005463 0.003673 0.000000 0.077531 0.018025 0.001512 0.000000 0.000000 0.002469 0.003148 0.000093 0.000000 0.527099 0.886019 0.000000 0.000000 0.002315 0.005247 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.995340 0.240802 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000062 0.000463 0.000000 0.000401 0.000154 0.000309 0.000000 0.001111 0.000000 0.000000 0.000000 0.000000 0.000000 0.000093 0.000432 0.000000 0.000062 0.003241 0.003426 0.003920 0.005741 0.003056 0.000401 0.000000 0.000000 0.000000 0.008056 0.000000 0.000309 0.000000 0.857191 0.486512 0.000000 0.000000 0.000000 0.000000 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.967901 0.253827 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000216 0.000000 0.000278 0.000154 0.000000 0.000000 0.000062 0.005370 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003951 0.004414 0.000123 0.000000 0.000000 0.000000 0.010957 0.000000 0.004198 0.006358 0.000000 0.000123 0.000093 0.516883 0.556173 0.000000 0.000000 0.000000 0.000586 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.435556 0.000000 0.000000 0.001605 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000185 0.000062 0.000000 0.000000 0.000000 0.000216 0.003549 0.000802 0.005494 0.001543 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000031 0.001975 0.000833 0.000123 0.000000 0.000000 0.001080 0.004105 0.009660 0.000000 0.000062 0.000340 0.000123 0.340494 0.637407 0.000031 0.000000 0.000000 0.000000 
1.000000 1.000000 1.000000 1.000000 1.000000 0.957654 0.051759 0.000062 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000062 0.000000 0.000000 0.003827 0.001975 0.004877 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000093 0.002037 0.000000 0.000062 0.001142 0.000154 0.000000 0.003704 0.007963 0.000000 0.000062 0.000617 0.000123 0.000062 0.035648 0.739074 0.111636 0.000000 0.000000 0.000000 
1.000000 1.000000 1.000000 1.000000 1.000000 0.717840 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000093 0.000000 0.000000 0.000000 0.000000 0.000000 0.000154 0.002654 0.011080 0.000000 0.000000 0.000000 0.000000 0.000062 0.000000 0.000710 0.000556 0.011698 0.000247 0.000833 0.019630 0.000000 0.001420 0.005710 0.000031 0.000154 0.000000 0.000000 0.000000 0.001265 0.000000 0.317593 0.252346 0.010185 0.000000 0.000000 
