3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 3043025897.000000 
3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 3038347032.000000 
3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 3033436785.000000 
3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 3028295530.000000 
3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 3022923658.000000 
3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 3017321579.000000 
3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 3011489720.000000 
3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 3005428524.000000 
2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 2999138452.000000 
2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 2992619985.000000 
